DCF,descdepto,descclase,descfamilia
93004,OPTICA                        ,ARM NIÑOS                     ,GOMA                          
94004,OPTICA                        ,ARM NIÑAS                     ,GOMA                          
95001,OPTICA                        ,PLASTICO CR 39                ,MONOFOCAL                     
95002,OPTICA                        ,PLASTICO CR 39                ,MONOFOCAL ALTO INDICE         
95003,OPTICA                        ,PLASTICO CR 39                ,BIFOCAL FT                    
95004,OPTICA                        ,PLASTICO CR 39                ,INVISIBLE                     
95005,OPTICA                        ,PLASTICO CR 39                ,PROGRESIVO ECLIPSE            
95006,OPTICA                        ,PLASTICO CR 39                ,PROGRESIVO SOLAMAX            
95501,OPTICA                        ,PLASTICO FOTOCAMBIABLE        ,MONOFOCAL GRIS                
95502,OPTICA                        ,PLASTICO FOTOCAMBIABLE        ,BIFOCAL FT GRIS               
95503,OPTICA                        ,PLASTICO FOTOCAMBIABLE        ,PROGRESIVO GRIS               
96001,OPTICA                        ,POLICARBONATO                 ,MONOFOCAL                     
96002,OPTICA                        ,POLICARBONATO                 ,BIFOCAL FT                    
96003,OPTICA                        ,POLICARBONATO                 ,PROGRESIVO                    
96502,OPTICA                        ,POLI CAMBIABLE                ,PROGRESIVO                    
97001,OPTICA                        ,CRISTALES                     ,MONOFOCAL BLANCO              
97002,OPTICA                        ,CRISTALES                     ,MONOFOCAL FOTOGREY            
97003,OPTICA                        ,CRISTALES                     ,FT BLANCO                     
97004,OPTICA                        ,CRISTALES                     ,FT FOTOGREY                   
97501,OPTICA                        ,PROCESOS                      ,ANTIREFLEJANTE                
97701,OPTICA                        ,ARMAZON DE MARCA              ,ARMAZON DE MARCA PARA DAMA    
97702,OPTICA                        ,ARMAZON DE MARCA              ,ARMAZON DE MARCA PARA CABALLER
97703,OPTICA                        ,ARMAZON DE MARCA              ,ARMAZON DE MARCA UNISEX       
97901,OPTICA                        ,LENTE DE CONTACTO GRADUADO    ,TORICOS                       
99401,OPTICA                        ,LENTE OFTALMICO ACETATO       ,ARM OFT ACETATO DAMA          
99402,OPTICA                        ,LENTE OFTALMICO ACETATO       ,ARM OFT ACETATO CABALLERO     
99403,OPTICA                        ,LENTE OFTALMICO ACETATO       ,ARM OFT ACETATO UNISEX        
99504,OPTICA                        ,LENTE SOLAR                   ,LENTE SOLAR NIÑOS             
99801,OPTICA                        ,VARIOS                        ,VARIOS                        
22810,ELECTRONICA                   ,RECARGAS DE TIEMPO AIRE       ,UNEFON TA ELECTRONICO         
22820,ELECTRONICA                   ,RECARGAS DE TIEMPO AIRE       ,TELEFONICA MOVISTAR TA ELECTRO
22830,ELECTRONICA                   ,RECARGAS DE TIEMPO AIRE       ,TELCEL TA ELECTRONICO         
22840,ELECTRONICA                   ,RECARGAS DE TIEMPO AIRE       ,ATT TA ELECTRONICO            
22481,ELECTRONICA                   ,TELEFONOS CELULARES           ,UNEFON                        
53240,BICICLETAS/BEBES/AUTOMOTRIZ   ,HERRAMIENTAS ELECTRICAS       ,PISTOLA PARA PINTAR.COM       
22409,ELECTRONICA                   ,TELEFONOS CELULARES           ,TELCEL R2                     
24204,ELECTRONICA                   ,VIDEO JUEGOS                  ,XBOX 360                      
29502,ELECTRONICA                   ,PROTECCION                    ,PROTECTORES                   
30401,MUEBLE SUELTO                 ,CAMAS                         ,METALICA 100              BAJA
30405,MUEBLE SUELTO                 ,CAMAS                         ,INFANTIL                  BAJA
31014,MUEBLE SUELTO                 ,BASES PARA COLCHON            ,MADERA QUEEN                  
31401,MUEBLE SUELTO                 ,MUEBLES INFANTILES            ,ROPERO                    BAJA
31406,MUEBLE SUELTO                 ,MUEBLES INFANTILES            ,CAMA CUNA IND.                
31411,MUEBLE SUELTO                 ,MUEBLES INFANTILES            ,COMODA                    BAJA
31416,MUEBLE SUELTO                 ,MUEBLES INFANTILES            ,CASA DE JUGUETES              
31420,MUEBLE SUELTO                 ,MUEBLES INFANTILES            ,ESCRITORIO                    
80101,JOYERIA                       ,ANILLOS DAMA ORO              ,ANILLO DAMA SOLITARIO 10K     
80301,JOYERIA                       ,ARGOLLAS MATRIMONIO ORO       ,ARGOLLA 10K  5-7              
80302,JOYERIA                       ,ARGOLLAS MATRIMONIO ORO       ,ARGOLLA 10K  8-10             
80303,JOYERIA                       ,ARGOLLAS MATRIMONIO ORO       ,ARGOLLA 10K   11-13           
80304,JOYERIA                       ,ARGOLLAS MATRIMONIO ORO       ,ARGOLLA 14K 5-7               
80305,JOYERIA                       ,ARGOLLAS MATRIMONIO ORO       ,ARGOLLA 14K  8-10             
80306,JOYERIA                       ,ARGOLLAS MATRIMONIO ORO       ,ARGOLLA 14K   11-13           
80701,JOYERIA                       ,CADENAS ORO                   ,CADENA 10K                    
80702,JOYERIA                       ,CADENAS ORO                   ,COLLAR 10K                    
80703,JOYERIA                       ,CADENAS ORO                   ,CADENA 14K                    
80705,JOYERIA                       ,CADENAS ORO                   ,ROSARIO 10K                   
80809,JOYERIA                       ,PULSERAS ORO                  ,ESCLAVA NIÑOS 14K             
82503,JOYERIA                       ,PENDANTIF ACERO INOXIDABLE    ,MEDALLA                       
82803,JOYERIA                       ,JUEGOS ACERO INOXIDABLE       ,COLLAR CON PULSERA            
82804,JOYERIA                       ,JUEGOS ACERO INOXIDABLE       ,CAUCHO CON DIJE/CRUZ          
40101,"SALAS, RECAMARAS, COMEDORES   ",SALAS                         ,SILLON IND CONTEMPORANEO      
22301,ELECTRONICA                   ,COMPUTADORAS                  ,DESKTOP                       
22310,ELECTRONICA                   ,COMPUTADORAS                  ,NETBOOK                       
22311,ELECTRONICA                   ,COMPUTADORAS                  ,PROYECTORES                   
22417,ELECTRONICA                   ,TELEFONOS CELULARES           ,TELCEL R3                     
22433,ELECTRONICA                   ,TELEFONOS CELULARES           ,TELCEL R5                     
22441,ELECTRONICA                   ,TELEFONOS CELULARES           ,TELCEL R6                     
22457,ELECTRONICA                   ,TELEFONOS CELULARES           ,TELCEL R8                     
22465,ELECTRONICA                   ,TELEFONOS CELULARES           ,TELCEL R9                     
22473,ELECTRONICA                   ,TELEFONOS CELULARES           ,MOVISTAR                      
22620,ELECTRONICA                   ,TARJETAS DE LARGA DISTANCIA   ,B-TELL LARGA DISTANCIA        
22711,ELECTRONICA                   ,PLANES TARIFARIOS             ,TARJETON UNEFON               
22712,ELECTRONICA                   ,PLANES TARIFARIOS             ,PLANES MOVISTAR               
22730,ELECTRONICA                   ,PLANES TARIFARIOS             ,PLAN TELCEL                   
22741,ELECTRONICA                   ,PLANES TARIFARIOS             ,PLAN C/ EQUIPO GRATIS UNEFON  
29501,ELECTRONICA                   ,PROTECCION                    ,FUNDA CLIP                    
29503,ELECTRONICA                   ,PROTECCION                    ,CARGADOR                      
29504,ELECTRONICA                   ,PROTECCION                    ,MANOS LIBRES                  
29505,ELECTRONICA                   ,PROTECCION                    ,AUTORETRATO - SELFIE          
29506,ELECTRONICA                   ,PROTECCION                    ,EJERCICIO                     
29508,ELECTRONICA                   ,PROTECCION                    ,BOCINAS                       
29511,ELECTRONICA                   ,PROTECCION                    ,SOPORTES                      
29513,ELECTRONICA                   ,PROTECCION                    ,CABLES                        
29514,ELECTRONICA                   ,PROTECCION                    ,ADAPTADORES                   
29515,ELECTRONICA                   ,PROTECCION                    ,POWER BANKS                   
29517,ELECTRONICA                   ,PROTECCION                    ,ANILLOS                       
29519,ELECTRONICA                   ,PROTECCION                    ,PROTECTOR PANTALLA            
29540,ELECTRONICA                   ,PROTECCION                    ,APOYOS                        
50301,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,CARRITO INFANTIL              
50325,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,JUGUETEROS                    
59905,BICICLETAS/BEBES/AUTOMOTRIZ   ,OFERTAS                       ,DOMIT                         
89901,JOYERIA                       ,OFERTAS                       ,VARIOS                        
99901,OPTICA                        ,MERCANCIA EN CONSIGNACION     ,MERCANCIA EN CONSIGNACION     
17801,DOMESTICOS                    ,ASPIRADORAS                   ,ASPIRADORAS MULTIUSOS         
20203,ELECTRONICA                   ,AUTO STEREOS                  ,AUTOESTEREO CD C/BOCINAS      
20301,ELECTRONICA                   ,BOCINA CAR AUDIO              ,BOCINA PORTATIL               
20501,ELECTRONICA                   ,RADIOGRABADORAS               ,RADIO CASSETTE COMPACTO       
20503,ELECTRONICA                   ,RADIOGRABADORAS               ,RADIO CASSETTE BOCINAS SEPARAD
20504,ELECTRONICA                   ,RADIOGRABADORAS               ,RADIO CD CASSETTE BOC/SEPARADA
20505,ELECTRONICA                   ,RADIOGRABADORAS               ,KARAOKE                       
20607,ELECTRONICA                   ,MINI AUDIOS                   ,REPRODUCTOR MP3               
22201,ELECTRONICA                   ,TELEFONOS                     ,BASICO                        
22202,ELECTRONICA                   ,TELEFONOS                     ,CON MEMORIAS                  
22204,ELECTRONICA                   ,TELEFONOS                     ,INALAMBRICO                   
22205,ELECTRONICA                   ,TELEFONOS                     ,CONTESTADOR C/TELEFONO        
22210,ELECTRONICA                   ,TELEFONOS                     ,INALAMBRICO CON EXTENSIONES   
24205,ELECTRONICA                   ,VIDEO JUEGOS                  ,WII                           
29802,ELECTRONICA                   ,ACCESORIOS VARIOS             ,AUDIFONOS                     
30102,MUEBLE SUELTO                 ,COLCHON                       ,ESTANDAR INDIVIDUAL           
30120,MUEBLE SUELTO                 ,COLCHON                       ,PILLOW TOP QS                 
30212,MUEBLE SUELTO                 ,JUEGO BOX                     ,PILLOW TOP MATRIMONIAL        
30418,MUEBLE SUELTO                 ,CAMAS                         ,SOFA CAMA                     
31602,MUEBLE SUELTO                 ,COMEDORES                     ,METAL CRISTAL 5PZ CLASICO     
33005,MUEBLE SUELTO                 ,JARDIN                        ,SILLA PLATICA METAL P/SET     
40107,"SALAS, RECAMARAS, COMEDORES   ",SALAS                         ,22 CONTEMPORANEA (VINIL/SUEDE)
40115,"SALAS, RECAMARAS, COMEDORES   ",SALAS                         ,321 VINIL CONTEMPORANEA       
41005,"SALAS, RECAMARAS, COMEDORES   ",SOFAS CAMA                    ,SOFACAMA CLASICO              
41501,"SALAS, RECAMARAS, COMEDORES   ",SALA DESPIEZADA               ,PIEZAS SALAS SILLON IND CONTEM
41502,"SALAS, RECAMARAS, COMEDORES   ",SALA DESPIEZADA               ,PIEZAS SALAS LOVE SEAT CONTEM 
41503,"SALAS, RECAMARAS, COMEDORES   ",SALA DESPIEZADA               ,PIEZAS SALAS SOFA CONTEM      
44001,"SALAS, RECAMARAS, COMEDORES   ",MESAS SALAS                   ,JGO DE MESA MADERA CLASICA    
46001,"SALAS, RECAMARAS, COMEDORES   ",RECAMARAS                     ,RECAMARA CLASICA              
46010,"SALAS, RECAMARAS, COMEDORES   ",RECAMARAS                     ,ROPERO/COMODA DESPIEZADO      
46302,"SALAS, RECAMARAS, COMEDORES   ",MUEBLES PARA TV               ,MESA PARA TV CONTEMPORANEA    
48505,"SALAS, RECAMARAS, COMEDORES   ",COMPLEMENTOS PARA MQ DE COSER ,MOTORES Y CABEZAS DE MQ COSER 
49110,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA INTERIOR         ,JUEGO DE SABANAS COLORES BASIC
49120,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA INTERIOR         ,JUEGOS DE SABANAS ESTAMPADAS  
49125,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA INTERIOR         ,FUNDAS BASICAS                
49130,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA INTERIOR         ,FUNDAS ESTAMPADAS             
49205,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA EXTERIOR         ,COORDINADO DE EDREDON TRADICIO
49215,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA EXTERIOR         ,COORDINADO DE EDREDON INFANTIL
49240,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA EXTERIOR         ,CUBRELITERA INFANTIL/JUVENIL  
49250,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA EXTERIOR         ,EDRECOLCHA TRADICIONAL        
50601,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,PASAJERO RIN 13               
50602,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,PASAJERO RIN 14               
50603,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,PASAJERO RIN 15               
50604,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,CAMIONETA RIN 14              
50605,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,CAMIONETA RIN 15              
50606,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,CAMIONETA RIN 16              
50607,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,CAMIONETA RIN 17              
50610,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,DISPONIBLE                    
